ID,sex,Aged,Married,TotalDependents,ServiceSpan,MobileService,4GService,CyberProtection,HardwareSupport,TechnicalAssistance,FilmSubscription,SettlementProcess,QuarterlyPayment,GrandPayment,CustomerAttrition
IPDDUXTE4OU994KOH7AL,Female,No,No,No,14,Yes,Satellite Broadband,Yes,No,No,No,Electronic,97.06728332,1243.880976,Yes
6M0EBGLRI3PYT6Z6TD41,Male,No,No,No,7,Yes,Satellite Broadband,No,No,No,No,Card,53.12538082,437.6806249,No
HBLJ25HYKCMKAC4849G6,Male,No,No,No,58,Yes,Wifi Broadband,No,Yes,No,No,Electronic,101.1578929,5940.743218,No
F2QNMPMW7CDDG5NONJGQ,Male,No,No,No,4,Yes,Satellite Broadband,No,No,Yes,No,Bank,50.87965625,287.578998,Yes
R9F90UN2OIXJX6K30603,Female,No,No,No,47,Yes,Satellite Broadband,No,No,No,No,Bank,19.5857257,943.3599642,No
GE693MS2315M6G0YYNME,Male,No,No,No,0,Yes,Satellite Broadband,No,No,No,No,Electronic,66.8605128,117.6639771,Yes
N7LG3HTSK6KUUS17HEY3,Female,No,No,Yes,35,Yes,Wifi Broadband,Yes,No,No,Yes,Electronic,103.9093509,3472.105482,No
MGHF242YO5A5ZL7H96R2,Female,No,No,No,5,Yes,Satellite Broadband,No,Yes,No,No,Electronic,75.13003463,525.3770346,No
5XBHCHYYOKNI8B5Q802F,Female,No,Yes,Yes,40,Yes,Satellite Broadband,No,Yes,No,No,Electronic,80.59855324,3292.519021,No
RG3KSK660BYJ0I96CFTB,Male,Yes,No,No,25,Yes,Wifi Broadband,No,No,No,No,Electronic,88.85525109,2351.992124,Yes
F5MYTPLZ3N5XGBHWHA2I,Female,No,No,No,4,No,Satellite Broadband,No,No,No,Yes,Check,46.09862062,192.3960743,Yes
03KMXWOTP77X4I0MZWTF,Female,No,No,No,2,Yes,No,No,Yes,Yes,Yes,Check,89.69051889,245.4521324,No
J1PJRZMA3FAML4H23GS3,Male,No,Yes,Yes,68,Yes,Wifi Broadband,No,No,No,Yes,Bank,90.48661839,6371.355822,No
PEY6DUWA77RZC7RYM2PD,Female,No,Yes,No,72,Yes,Wifi Broadband,Yes,Yes,Yes,No,Check,86.77250884,6154.17058,No
CE364JAECIPRT4ONZDOW,Male,Yes,Yes,No,1,Yes,Wifi Broadband,No,Yes,No,No,Electronic,105.8215926,331.7832598,Yes
QI5YWQ5IDZJ3KGC0WF4M,Male,No,No,Yes,40,Yes,Wifi Broadband,No,No,No,No,Bank,44.82111144,1841.124572,No
60MLFZFYAIDFES6QJ5Y7,Male,No,Yes,Yes,73,Yes,Satellite Broadband,Yes,Yes,Yes,No,Bank,64.82046476,4574.869289,No
2TH7D7L1WOGNAWTJTDNN,Male,No,Yes,Yes,52,No,Wifi Broadband,No,No,No,Yes,Bank,23.55867147,1233.301678,No
BSN6CJGPWPLIAXUDRR8W,Male,No,Yes,No,47,No,Satellite Broadband,No,Yes,No,No,Card,70.43401248,3420.205243,No
88BW6KFRZKYXPECWRIES,Female,No,No,No,43,Yes,Wifi Broadband,Yes,Yes,No,Yes,Electronic,97.40676573,4297.691805,No
WXK5R1JESU73QQ20CNYT,Female,Yes,Yes,No,2,Yes,No,No,No,No,No,Electronic,94.41237308,280.7584237,Yes
9F7R2G4O80Q0EZBXOQYG,Male,No,No,No,2,Yes,No,No,No,No,No,Electronic,79.59894051,244.245274,Yes
YL5O9B95KF8EZFDDNG2G,Male,No,Yes,Yes,21,Yes,Satellite Broadband,No,No,No,Yes,Check,18.80524949,349.4815203,No
W724PQ9HGTJP3C0C5AFE,Female,No,Yes,Yes,70,Yes,Satellite Broadband,Yes,Yes,Yes,No,Bank,82.78107533,5814.252388,No
FMSXHDNLEARG2YDJSP0B,Female,No,No,No,23,Yes,Wifi Broadband,No,No,No,No,Bank,64.88591619,1508.821856,No
6T42K5LXZID0D9907GIJ,Female,No,No,No,2,Yes,Wifi Broadband,No,No,No,Yes,Electronic,75.73004133,337.4819353,Yes
6BD12CYKF4P9BGXKBEA5,Female,Yes,No,No,25,Yes,Satellite Broadband,No,No,No,Yes,Electronic,76.4776047,1713.000056,Yes
3LCD6BXUFEM5T91FWG3O,Female,No,No,No,19,Yes,No,No,Yes,Yes,No,Card,81.2391267,1426.549404,Yes
21PUZJ3C1AE90J7KR4FX,Female,No,Yes,No,72,Yes,Satellite Broadband,Yes,No,Yes,No,Bank,55.33759142,3777.180117,No
ITGSYO0J6ML391TMEMJU,Male,No,No,Yes,41,Yes,Satellite Broadband,Yes,Yes,No,No,Electronic,39.37196937,1910.611661,No
2OR8I4AEFCFQDBFMLWXD,Female,No,Yes,No,71,Yes,Wifi Broadband,Yes,Yes,Yes,No,Card,116.6570293,8078.983652,No
UFGPSA9OMTJHY9UT65BI,Female,No,Yes,No,40,Yes,Satellite Broadband,No,No,No,Yes,Bank,96.83550859,3705.839547,Yes
9739CPBHR16WFPZ79H55,Female,No,Yes,Yes,55,Yes,Wifi Broadband,Yes,No,No,No,Check,100.3618852,5446.216543,No
4YI8FD83518Y56L98R3S,Male,No,Yes,Yes,63,Yes,Satellite Broadband,No,No,No,No,Bank,18.77923721,1245.523012,No
OI26NOU5RDMFLG0YAPXG,Male,Yes,Yes,Yes,71,Yes,Wifi Broadband,Yes,Yes,Yes,Yes,Card,86.77163672,6427.40879,No
ND4WH9KD2XE71CKIO0YJ,Female,No,No,No,7,Yes,Satellite Broadband,No,Yes,No,Yes,Bank,96.64835708,712.535185,Yes
2ZEM1T3NETZE8RP2DOHA,Male,No,Yes,Yes,43,Yes,No,No,No,No,No,Check,18.79419739,868.1670138,No
UNKOB3ODANS4J1OXF37B,Male,No,No,No,48,Yes,Satellite Broadband,No,Yes,Yes,No,Check,74.53206156,3508.179039,No
Y1ZOBAKG11AMNOQMR334,Female,No,No,No,2,Yes,Satellite Broadband,No,No,No,No,Electronic,85.50695144,338.9186336,Yes
XGM3LDUT8OSB4Q3TRENT,Female,No,No,No,2,Yes,Satellite Broadband,No,No,Yes,Yes,Electronic,74.85908481,244.8710698,No
TO7UATQLMPXZJEP43TMT,Female,Yes,Yes,No,43,Yes,Satellite Broadband,No,No,No,Yes,Electronic,100.8411068,4389.964533,Yes
T8PLMDJ1Y41RCWA7F7JF,Male,No,No,No,6,Yes,No,No,No,No,Yes,Check,20.30512775,109.4061369,No
8EBMK1MQIFIWA9G8Y0UA,Female,No,Yes,No,47,Yes,Satellite Broadband,No,Yes,No,No,Bank,84.14967715,4066.48298,Yes
RCTOLGP8BINQBCXGL2ZY,Female,No,Yes,No,72,Yes,Wifi Broadband,Yes,Yes,Yes,No,Card,84.47785155,5967.416386,No
T3CF9I0ZBHSY9XGZ8X5Z,Female,No,Yes,Yes,48,Yes,Wifi Broadband,No,No,No,No,Bank,20.77590803,930.8979757,No
7Q6YMGEN92RY6NETGJ3U,Female,No,Yes,Yes,29,Yes,Satellite Broadband,No,Yes,No,No,Electronic,87.38511997,2289.38628,No
SRO3T68S4G110MPW2UQ3,Female,No,No,No,50,Yes,Wifi Broadband,No,No,No,Yes,Bank,24.05109099,1288.104353,No
O9ZDCKQ7KNUB3NLUS0N3,Male,Yes,No,No,0,Yes,Satellite Broadband,No,No,No,Yes,Electronic,69.93962567,69.62995156,Yes
0A9P1N1GXAKLE3LT8P6R,Female,No,No,No,0,Yes,Satellite Broadband,No,No,No,No,Check,19.36892293,19.01377151,Yes
270HA509X7UYEZCCJNL3,Female,No,No,No,14,Yes,Satellite Broadband,Yes,No,No,No,Electronic,36.83974053,665.4297378,No
JAN7FZOZZN4XFE8PC6WL,Male,No,No,No,4,No,Wifi Broadband,No,No,No,No,Check,68.67720057,418.5832172,Yes
NJISM7W7OQMIUWG8MLMM,Male,No,Yes,Yes,63,No,Wifi Broadband,No,Yes,Yes,Yes,Card,110.0701828,6742.006662,No
QU8198EEJEWH98KUB24R,Female,Yes,No,No,42,Yes,Wifi Broadband,Yes,Yes,No,Yes,Card,109.9378219,4859.979587,No
8KZK72QFTN5XAJ10EFUO,Male,No,No,No,3,Yes,No,No,No,No,Yes,Check,25.86139983,103.9417995,No
E72X72PYJO5PY83JIX2S,Male,No,Yes,Yes,33,Yes,Satellite Broadband,No,No,No,No,Check,19.19754159,580.0761057,No
C28DK829IBJZUXTA60HE,Female,No,Yes,Yes,69,No,Wifi Broadband,No,No,No,No,Card,20.62059331,1457.219328,No
3RP0AMPKZ11KPFT1GZ6P,Male,No,Yes,No,37,Yes,No,No,No,No,No,Electronic,79.35947965,2938.321415,No
LRGSTGZ65SQK1U7LNZMK,Female,No,Yes,Yes,73,Yes,Wifi Broadband,Yes,Yes,Yes,Yes,Bank,80.52576334,5887.458768,No
C8AGQQLYA9NCC75TGWY7,Male,No,No,No,37,Yes,Wifi Broadband,No,Yes,No,Yes,Card,50.97464645,1903.752495,No
T08FB9XCG8UY87RHQ8H4,Female,No,No,No,0,Yes,No,Yes,No,No,Yes,Check,75.05850365,75.72347836,Yes
1EQL1223B5N6JRAEIMCG,Male,No,No,No,2,Yes,Satellite Broadband,Yes,No,No,No,Electronic,79.53835878,335.5817592,No
AG1ADXG3FY9YOXHICDGE,Male,No,No,No,3,No,Wifi Broadband,No,No,No,No,Electronic,52.72750686,140.0332247,No
KSH0DWDJBOK8Z9MMPML7,Female,No,Yes,Yes,66,Yes,Wifi Broadband,No,No,No,No,Bank,19.30467594,1375.31682,No
YTCM74G2YSEB4UNCOQX4,Female,No,Yes,Yes,37,Yes,Wifi Broadband,No,Yes,Yes,No,Electronic,88.9438479,3475.418557,Yes
F1AGU4I9MOYSEUTUCXRL,Male,No,Yes,No,55,Yes,Wifi Broadband,No,No,No,No,Bank,84.7818164,4901.824907,No
K1EN6H59LCRIGL7SJ48N,Female,No,Yes,No,13,Yes,Wifi Broadband,No,No,No,No,Check,17.28035787,294.5766001,No
HGAOUHUQF1BZZS42KHNH,Male,No,No,No,14,Yes,Satellite Broadband,No,No,Yes,Yes,Check,98.36595671,1300.200428,Yes
MSELMLX3WTJE27Q8UWAN,Male,No,Yes,Yes,61,Yes,No,No,No,Yes,No,Bank,98.51785477,6143.094332,No
IWXQ00EUXK32QSQUC1IN,Male,No,Yes,No,71,Yes,Satellite Broadband,Yes,Yes,Yes,No,Bank,85.00407478,6063.939806,No
ZCSS7MOHP31ZGZ4Z0SPU,Female,No,No,No,15,Yes,Satellite Broadband,No,No,No,No,Electronic,79.1663854,1113.233186,Yes
F87XSIQIIEXATCFDUG5Z,Male,No,Yes,Yes,1,Yes,Wifi Broadband,Yes,No,No,Yes,Electronic,98.00928268,183.8622207,No
KHEXQIAHI5RY7793TYZ6,Male,No,No,No,58,Yes,Satellite Broadband,Yes,Yes,Yes,Yes,Electronic,65.23596572,4040.066442,No
E4FJW9B15JK0CNMSQJSX,Female,No,Yes,Yes,41,Yes,Satellite Broadband,No,No,No,No,Electronic,21.28318943,762.1000519,No
DSRDQJ97OPHR10DW69GP,Female,No,Yes,No,3,No,Satellite Broadband,No,Yes,Yes,No,Electronic,103.4633255,241.9863587,Yes
TFY2RGSUZY1KCRLF35MB,Female,No,Yes,No,28,Yes,Satellite Broadband,No,No,No,Yes,Check,18.73905891,637.8267011,No
HLLUFP3IRNJMWUJ0Satellite BroadbandT,Female,No,Yes,No,67,Yes,No,No,No,No,No,Card,24.56403824,1628.562209,No
ORG81PN1J3AQR180O4DY,Female,No,No,No,44,Yes,Wifi Broadband,Yes,No,Yes,Yes,Card,61.46288721,2795.543903,No
W62B585P0KQS3XS5ONHL,Male,Yes,No,No,23,Yes,Wifi Broadband,Yes,Yes,Yes,Yes,Check,68.06513168,1545.39951,No
0SY53JMHM65PQDOZHCA2,Male,No,No,No,33,Yes,Wifi Broadband,Yes,Yes,Yes,No,Bank,80.63974316,2726.353345,No
8BRDAKNL7WGZ9OS20R4Q,Male,No,No,No,40,Yes,Wifi Broadband,No,Yes,Yes,No,Card,104.7552142,4334.116896,No
LI8ENCWUQU75XSCSYS34,Female,No,No,No,0,Yes,No,No,No,No,No,Electronic,21.04059345,21.01910936,Yes
D7SYG6Q8IYZZGGJQ5D7G,Female,No,No,No,2,Yes,Satellite Broadband,No,No,No,Yes,Card,81.72766578,79.73276452,Yes
BPZ1AJBHSEGPBZXKWUZ4,Female,No,No,No,0,Yes,Satellite Broadband,No,No,No,Yes,Bank,69.53688769,145.5247503,Yes
782TW8D0N2C37YELOUZE,Male,Yes,Yes,Yes,21,Yes,Satellite Broadband,No,Yes,No,Yes,Bank,88.72068278,2130.726582,No
5890FI1G3ZBQKPA940EJ,Male,No,No,No,3,Yes,Wifi Broadband,No,No,No,No,Electronic,79.37110145,145.9324474,Yes
U3Z5TO0QG97L1RX6QWXG,Female,No,No,No,0,Yes,No,No,No,No,No,Check,81.18598042,152.637076,Yes
GZX03WD4PC6GRSKUK38U,Male,No,Yes,No,64,Yes,No,Yes,Yes,Yes,No,Check,74.16409701,4760.558731,No
U6HDCUWACWSKTGXMM168,Male,No,No,No,4,Yes,No,No,No,No,Yes,Check,74.57116226,208.3225856,Yes
9GK8QN30NNX4DG4D9JQC,Male,No,No,No,8,Yes,Wifi Broadband,Yes,No,No,No,Electronic,29.7843959,227.2370998,Yes
E1ENI464GYTDD3Z54N7X,Male,No,Yes,No,72,Yes,Wifi Broadband,Yes,Yes,Yes,No,Bank,78.56369866,5762.9578,No
BFUIPKWPTXLAOECCKGWL,Female,Yes,Yes,No,69,Yes,Wifi Broadband,No,No,No,No,Electronic,91.28647429,6142.334837,Yes
WHFNR1I8A5NMAR1L1X6X,Male,No,No,No,16,Yes,Wifi Broadband,No,No,No,Yes,Card,20.66749523,369.7868733,No
SF1RZXBQCFNA96X5ZDH6,Male,No,No,Yes,68,Yes,Wifi Broadband,Yes,Yes,Yes,No,Electronic,115.9162359,7883.101884,No
S32BM63GYENYDI67R1N0,Male,Yes,No,No,3,Yes,Satellite Broadband,No,No,No,Yes,Electronic,66.31246971,131.8073882,Yes
XY2JNT1PE2Q7IIZGS4D1,Female,No,No,No,59,Yes,Wifi Broadband,Yes,Yes,Yes,Yes,Card,71.89644791,4300.816712,No
7RA5HQM7Y2WGIK9HFZ25,Male,No,No,No,13,Yes,Wifi Broadband,No,No,No,No,Check,20.08078674,284.6576994,No
2LQUJFR4AO7Q6K1KKJSM,Female,No,Yes,Yes,1,Yes,Wifi Broadband,No,No,No,No,Bank,83.28643615,266.7172128,Yes
WCDBDL75BS2IBDI3RNQ6,Female,Yes,Yes,Yes,70,Yes,Wifi Broadband,Yes,No,No,Yes,Card,105.5071767,7548.315087,Yes
WPG317WAAAB2650HNS6Z,Male,No,Yes,Yes,51,Yes,Satellite Broadband,Yes,Yes,No,No,Bank,48.960493,2496.313609,No
4DJEXOIG0UCZT70N4S8H,Male,No,Yes,Yes,12,Yes,Satellite Broadband,No,No,No,Yes,Bank,27.07243837,313.2663577,No
J06EKYZRHJYC25WOPAQK,Female,No,No,No,4,Yes,No,No,No,No,No,Check,22.2059228,107.1126774,No
EGJAD1NC7JJW25WSW1TI,Female,No,Yes,No,52,Yes,Satellite Broadband,No,Yes,No,No,Electronic,104.7721782,5625.441366,Yes
W4OMGOTMLTXX3W9LOAP8,Female,Yes,Yes,Yes,58,Yes,Wifi Broadband,Yes,No,No,Yes,Electronic,80.55784171,4861.674464,No
1UHTGZ7949ZXPTGFZOE8,Male,No,Yes,No,69,Yes,No,No,No,No,Yes,Bank,18.18328968,1302.403777,No
ZY47TS7EY4HTF46NPBQL,Male,No,Yes,No,64,Yes,Satellite Broadband,Yes,Yes,Yes,No,Card,87.06539802,5483.628198,No
FBJJGYA6HKNG8F2FTC0G,Male,No,Yes,No,3,Yes,Wifi Broadband,Yes,No,No,No,Electronic,89.75952385,413.0483892,No
IPY1C670EWK2T9RE361A,Male,No,No,No,36,Yes,Wifi Broadband,No,No,Yes,Yes,Card,104.1082732,3778.184835,No
8FYMX4JPMNQAQZ10QNYA,Male,No,No,No,8,Yes,Wifi Broadband,Yes,No,No,Yes,Electronic,83.15372335,669.8500352,Yes
MGGYI9EKI6Y4SMXGGOUI,Female,Yes,No,No,49,Yes,Wifi Broadband,No,Yes,No,No,Electronic,97.79029111,4913.893684,Yes
W42GKIXD71NK3SQIBQP8,Female,No,Yes,No,49,Yes,Wifi Broadband,No,Yes,No,Yes,Check,35.67236262,1604.87934,Yes
01PAZAFQCFAJWDP8LAOZ,Male,Yes,No,No,2,Yes,Satellite Broadband,No,No,No,Yes,Electronic,94.12813561,334.4206242,No
QUXIG2YJ973JMRXI9NJ2,Female,No,Yes,Yes,53,Yes,No,No,No,Yes,No,Bank,78.24682373,4361.924164,No
UFS02ISEAAIEBOGD8I9A,Female,No,Yes,No,25,Yes,Satellite Broadband,No,No,No,Yes,Check,20.60866999,533.2676827,No
KC3REZ8WF386WSQR953L,Female,No,Yes,No,68,Yes,Wifi Broadband,Yes,Yes,Yes,No,Card,86.23024413,5950.407525,No
H31BU3FFW8PA2BRSJIQQ,Male,No,Yes,Yes,34,No,Satellite Broadband,No,No,No,Yes,Bank,20.78664148,747.0754884,No
YIR17B94Q05CLZZBPJBN,Female,Yes,No,No,67,Yes,Satellite Broadband,Yes,No,Yes,No,Electronic,106.2523566,7171.634042,No
491UX0ML4TTBLDJ9FWNF,Male,Yes,No,No,2,Yes,No,No,No,No,Yes,Check,49.37008374,48.19021664,Yes
BN2HIYBUKZ0738QWP908,Female,No,Yes,No,73,Yes,No,No,No,No,No,Check,26.10056041,1776.503165,No
HSIXW4OKALX6UBFE47K6,Male,Yes,No,No,58,Yes,Wifi Broadband,Yes,No,No,Yes,Bank,102.7628868,6178.326842,No
RZP8ACPUDM8PRLXAP5BP,Female,Yes,No,No,0,Yes,Wifi Broadband,No,No,No,Yes,Electronic,43.88539903,45.4424935,No
8RE83E03K3SUFIPBC50J,Female,No,Yes,Yes,21,Yes,Satellite Broadband,No,No,No,No,Bank,68.28772192,1495.681333,Yes
NE5OXS7F7453RQTPHINK,Male,No,No,No,1,Yes,Satellite Broadband,No,No,No,No,Check,19.0052775,19.99275562,Yes
47SQ30JBYEU360K4MQCK,Female,No,Yes,Yes,14,Yes,Satellite Broadband,No,No,No,Yes,Check,18.60873377,307.9953056,No
GYUL6FHMMUN9BDKNWNGS,Male,Yes,No,No,1,Yes,Wifi Broadband,No,No,No,Yes,Electronic,23.65571462,25.62467687,Yes
4X5ZS8OT5QRHSOLMX4M4,Female,No,No,No,55,Yes,Satellite Broadband,No,No,Yes,Yes,Bank,74.28976334,4284.274291,No
Y0QGCFF9OK87TEIIJDPG,Male,Yes,No,No,63,Yes,No,Yes,Yes,Yes,No,Electronic,109.9592648,7246.614556,No
I9IYTXPXXMM6WT6PD88N,Female,Yes,No,No,26,Yes,Wifi Broadband,No,Yes,No,Yes,Electronic,107.637253,3153.041148,Yes
52KKJNN5S1CP6BTEXEZK,Female,No,No,No,28,Yes,Wifi Broadband,Yes,No,No,No,Check,66.46608744,1889.569933,No
06M1BR1GAODZ9T3TRSRO,Female,Yes,No,No,8,Yes,Satellite Broadband,Yes,No,No,Yes,Bank,75.09268063,503.0434825,Yes
FRA2UCUGMWKTIJTRHQ8I,Female,No,No,Yes,32,Yes,Satellite Broadband,Yes,Yes,No,Yes,Bank,96.31736877,3275.487487,No
69380CKFOT75JPXSNO3Y,Female,No,Yes,Yes,70,Yes,No,No,No,No,Yes,Bank,17.81339536,1355.884794,No
UOKRK9JDNRGCI1IW15SL,Male,No,Yes,Yes,1,Yes,Wifi Broadband,No,No,No,No,Check,20.4792526,42.54999262,No
9HHTG2L6WRXE0OWX8SSC,Male,No,No,No,16,Yes,No,No,Yes,No,Yes,Electronic,78.70749014,1358.826004,No
87NGEITBTWNU4NR1KXS5,Female,No,No,No,35,Yes,Satellite Broadband,Yes,Yes,Yes,No,Card,85.90755746,3110.276963,Yes
7B4PWXMRA63NQW9PCRQA,Male,No,Yes,Yes,45,Yes,Wifi Broadband,No,No,No,No,Check,24.16233064,1090.171372,No
ZEGE59DZAZNYURQRG9TD,Male,No,Yes,No,50,Yes,Wifi Broadband,Yes,Yes,Yes,No,Card,90.87018899,4628.511848,No
IS9A99Y8APGUEOJ6UEE6,Male,No,No,No,40,Yes,Wifi Broadband,No,Yes,No,No,Electronic,52.65609251,2075.205591,No
IIER85WHDXIC6TURX2SS,Male,No,No,No,23,Yes,Satellite Broadband,No,No,No,No,Check,85.63978339,1856.735614,Yes
CFE69OPE87D7U0B69RGK,Female,Yes,Yes,No,35,Yes,Wifi Broadband,No,No,No,No,Bank,73.51877591,2574.775446,No
60QHU8KIUD2HW2X7CHTT,Female,No,No,No,6,Yes,Satellite Broadband,No,No,No,Yes,Check,22.14101747,109.2410016,No
09HRN2OOUP08LJ3EHF3J,Male,No,No,No,30,Yes,No,No,No,No,No,Check,20.39275389,600.0536964,No
UIZGHZKANBL0F1U6MDF7,Male,No,Yes,No,34,Yes,No,No,No,No,Yes,Bank,21.12061615,721.378235,No
459AP410AF7ZTIEPFPUC,Female,Yes,Yes,Yes,44,Yes,Wifi Broadband,Yes,No,Yes,No,Electronic,110.2964147,4971.407556,No
Z5G1GX5IS15OMT9HRYJU,Male,No,Yes,Yes,0,Yes,Wifi Broadband,Yes,Yes,Yes,No,Bank,51.66920494,,No
DPOMAFIOEG6DY57AQ9X4,Male,No,Yes,Yes,69,No,Satellite Broadband,No,No,No,Yes,Card,102.0296952,6771.248988,No
G42663TOSCCQKDEK9X3C,Male,No,Yes,Yes,20,Yes,Wifi Broadband,No,Yes,Yes,No,Electronic,104.9703168,2014.045688,Yes
8FUEHCCJ4AQKUA5EXHDN,Female,No,Yes,No,43,Yes,Wifi Broadband,Yes,No,No,Yes,Bank,38.99121594,1626.180414,No
ZCWQYDJZNKR6TL6OX9N8,Male,No,Yes,Yes,44,Yes,Wifi Broadband,Yes,Yes,Yes,Yes,Check,80.94924731,3844.84187,No
HUAC2SZ5CMRS2E13BPC0,Male,No,No,No,0,Yes,Wifi Broadband,No,No,No,Yes,Electronic,80.95556708,175.0136904,No
K905HM012QOQXNLFJCTW,Male,No,No,No,8,Yes,Satellite Broadband,Yes,No,No,No,Electronic,101.3742975,975.4237925,Yes
QH3DHDHO0090GZ54T6MC,Female,No,Yes,No,59,Yes,Wifi Broadband,No,Yes,No,Yes,Card,51.76426272,2877.022737,No
7WWRJYK05ES0E29G4PB3,Male,Yes,Yes,No,44,Yes,Satellite Broadband,No,Yes,Yes,No,Bank,98.71129477,4524.685329,No
OT0E6JT07UBBHEH5QP0W,Female,No,Yes,Yes,13,Yes,No,No,No,No,Yes,Bank,19.11297148,230.5713123,Yes
GW9K45QXWI7H95O9ZNZI,Female,No,Yes,Yes,69,Yes,Wifi Broadband,No,No,No,Yes,Bank,25.18131994,1686.803519,No
OR4UBT49QG306YEDRPEM,Male,No,Yes,No,73,Yes,Satellite Broadband,No,Yes,Yes,No,Card,83.48630889,6227.339449,No
860T8Z9WTBAHAXWE6F76,Female,No,No,No,17,Yes,No,Yes,Yes,No,No,Check,68.90516566,1199.478871,No
R7RD58Y1QQZTP1QAU6ZB,Female,No,Yes,Yes,66,Yes,Wifi Broadband,Yes,No,Yes,No,Bank,74.84751176,4821.801608,Yes
C6SENM7W3EM0A65C3H7X,Male,No,Yes,No,1,Yes,No,No,No,No,No,Electronic,69.42247257,120.6530354,No
Z6IUUDJNPCI47QPWSQC8,Male,No,No,No,17,Yes,No,Yes,Yes,Yes,No,Electronic,67.50223019,1298.777977,No
FD0TJ5HXXKMXGA5K0FD8,Male,No,No,No,2,Yes,Satellite Broadband,No,No,No,Yes,Check,20.19285173,20.53918142,No
7JJU3UCOXCWR4JWWXGS2,Male,No,No,No,41,Yes,Satellite Broadband,No,No,No,Yes,Electronic,39.94163522,1677.862217,No
H3EEPCQZTPEZ5IMQZUFW,Female,No,Yes,No,24,Yes,Satellite Broadband,No,No,No,Yes,Bank,34.3764209,851.8148869,Yes
31D3BQLI02SB2LHZP0TL,Female,No,No,No,9,Yes,Wifi Broadband,Yes,Yes,No,No,Electronic,105.3084388,1082.664942,Yes
Y12NA2JOUJ4WW3YURY6M,Male,Yes,No,No,50,Yes,No,Yes,No,No,Yes,Card,101.4955783,5070.281029,No
3QQRSCR8FPSIR56EJUIF,Male,No,Yes,Yes,22,Yes,No,No,Yes,No,Yes,Check,98.774675,2091.956877,No
98R4Q8FCPU370XDGQDOB,Male,No,No,Yes,18,Yes,Wifi Broadband,No,No,No,No,Bank,20.87941243,391.5977365,Yes
3PN0F7BEWEZJLG6GDMKW,Male,No,No,No,45,No,Wifi Broadband,Yes,Yes,Yes,No,Check,41.99608263,1873.976736,No
JP15D4PX2EMZM2ISEARL,Female,Yes,No,No,55,Yes,Wifi Broadband,Yes,No,No,Yes,Electronic,45.64463262,2478.739974,No
1FFJYJ9OO0EHP6Y770BZ,Male,No,No,No,5,Yes,Wifi Broadband,No,No,No,No,Electronic,54.16889381,236.5639244,No
I7B6B42Y0ACYFU25G5H1,Male,No,Yes,No,11,Yes,Wifi Broadband,No,No,No,No,Check,19.44345577,251.1579847,No
X9N7O29QF5K65FQAO2AS,Male,No,Yes,Yes,53,Yes,No,No,No,No,No,Check,25.24008106,1345.984004,No
0IAADKASSTFOPUEBU9DN,Female,No,No,No,8,Yes,Wifi Broadband,No,No,No,No,Check,95.27420197,656.3511964,Yes
QAZH7G6KDHP9JOU50USH,Female,No,No,No,2,Yes,Wifi Broadband,No,No,No,No,Card,75.45991416,149.0991635,Yes
K07WU42TTTKRG6QNI8L7,Female,No,No,No,14,Yes,Satellite Broadband,Yes,No,Yes,No,Card,46.22435753,596.3827178,Yes
L3YA8NCUCY79GXKFETRK,Female,No,Yes,No,71,Yes,Satellite Broadband,No,No,No,Yes,Bank,24.84525772,1841.174061,No
BI7H70QWWO03T5Y845FE,Female,No,Yes,No,72,Yes,Wifi Broadband,Yes,Yes,Yes,No,Card,113.834121,8122.643779,No
C5O234NDYNTFU0A5XOSI,Male,No,Yes,Yes,70,Yes,No,No,Yes,No,No,Card,100.4556229,7006.651318,Yes
CN5LF7YQMKJKNTU6OYIX,Male,No,Yes,Yes,55,No,Satellite Broadband,No,No,No,No,Bank,85.26921892,4712.928804,No
QI3SFA4L1M4HGQTOAW6M,Male,No,No,Yes,35,Yes,Satellite Broadband,No,Yes,No,Yes,Electronic,86.94868903,3031.623353,Yes
TYZBYOGTR0ZR2NQ2W4T9,Female,No,No,No,2,Yes,Wifi Broadband,No,No,No,No,Electronic,44.78423343,44.50393866,Yes
L52U0EQJYTNPFNQHG8QT,Female,Yes,No,No,0,Yes,Satellite Broadband,No,No,No,No,Bank,69.00022431,116.8369793,Yes
A14QSK3IC5RTFBBQI97L,Male,Yes,Yes,No,20,Yes,Wifi Broadband,No,Yes,No,Yes,Card,35.29291002,579.3857937,No
BGY74FFC9PJ1MAC4M8WD,Male,No,Yes,Yes,14,Yes,Wifi Broadband,No,No,No,No,Card,19.5464433,335.8630551,No
CL74DZQEJP8Z2OQUUPIT,Female,No,Yes,No,68,Yes,Wifi Broadband,Yes,No,No,Yes,Bank,97.84249754,6875.722183,No
ZS2TA9RGLQ2PJQGFC3J2,Male,No,No,No,2,Yes,Wifi Broadband,No,No,No,No,Electronic,20.64420443,55.5313721,No
5JGOYA2ZJN050AB18FW8,Male,No,No,No,1,Yes,Satellite Broadband,No,No,No,Yes,Electronic,82.67534427,234.8588007,No
D0QN5IQ4D65PFKR0041D,Male,No,Yes,Yes,1,Yes,Wifi Broadband,No,No,No,Yes,Check,71.70660894,71.02247954,Yes
84MD2A8R67IO85M9XR3B,Female,Yes,No,No,47,No,Wifi Broadband,No,Yes,No,Yes,Bank,91.75301112,4126.248429,No
